,Unnamed: 0,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,Crew,genre
62,62,tt0090266,A Virus Knows No Morals,Rosa von Praunheim,Ein Virus kennt keine Moral,1986-01-01,84,5,140,"Tima die Göttliche, Hella von Sinnen","Comedy,Drama,Sci-Fi"
63,63,tt0090271,Wolf's Hole,Vera Chytilová,Vlci bouda,1987-01-01,92,6,587,"Jaromír Sofr, Michael Kocáb, Nina Divísková, Miroslav Machácek","Adventure,Drama,Horror"
64,64,tt0090282,Vyyti zamuzh za kapitana,Vitaliy Melnikov,Vyyti zamuzh za kapitana,1986-01-01,90,6,179,"Tatyana Rudina, Boris Liznev, Nikita Mikhaylovsky, Vera Glagoleva","Comedy,Romance,NONE"
65,65,tt0090302,The Legend of Wisely,Teddy Robin Kwan,Wai Si-Lei chuen kei,1987-01-01,90,6,387,"Alan Ko, Eva Cobo, Samuel Hui","Action,Adventure,Sci-Fi"
66,66,tt0090315,When the Wind Blows,Jimmy T. Murakami,When the Wind Blows,1986-01-01,84,7,11636,"James Russell, Raymond Briggs","Animation,Drama,War"
67,67,tt0090327,Witchboard,Kevin Tenney,Witchboard,1986-01-01,98,5,7488,"Kevin Tenney, Rose Marie, Tawny Kitaen, Todd Allen","Horror,Mystery,Thriller"
68,68,tt0090336,Wohin und zurǬck - Teil 3: Welcome in Vienna,Axel Corti,Wohin und zurǬck - Teil 3: Welcome in Vienna,1986-01-01,127,7,180,"Hubert Mann, Axel Corti, Gabriel Barylli","Drama,NONE,NONE"
69,69,tt0090375,Zmeelov,Vadim Derbenyov,Zmeelov,1986-01-01,97,6,101,"B. Bostryakov, Aleksandr Mikhaylov","Crime,Drama,NONE"
70,70,tt0090554,38,Wolfgang Glück,38,1986-01-01,97,6,172,"Undine Brixner, Tanja von Oertzen, Tobias Engel","Drama,NONE,NONE"
71,71,tt0090555,Crocodile Dundee,Peter Faiman,Crocodile Dundee,1986-01-01,97,6,109321,"Paul Hogan, Phil Judd, Anne Carlisle, Paul Hogan","Action,Adventure,Comedy"
72,72,tt0090556,"night, Mother",Tom Moore,"night, Mother",1986-01-01,96,7,2422,"Michael Kenworthy, Marsha Norman, Sissy Spacek","Drama,NONE,NONE"
73,73,tt0090557,Round Midnight,Bertrand Tavernier,Round Midnight,1986-01-01,133,7,5541,"Bobby Hutcherson, Bruno de Keyzer, Dexter Gordon","Drama,Music,NONE"
74,74,tt0090561,27 horas,Montxo Armendáriz,27 horas,1986-01-01,81,6,916,"Martxelo Rubio, Martxelo Rubio","Drama,NONE,NONE"
75,75,tt0090563,Betty Blue,Jean-Jacques Beineix,37¶ø2 le matin,1986-01-01,119,7,22238,"Jean-Jacques Beineix, Jean-Hugues Anglade, Claude Aufaure","Drama,Romance,NONE"
76,76,tt0090564,3:15 the Moment of Truth,Larry Gross,03:15,1986-01-01,86,5,754,Adam Baldwin,"Crime,Drama,Thriller"
77,77,tt0090565,Four Adventures of Reinette and Mirabelle,Éric Rohmer,4 aventures de Reinette et Mirabelle,1987-01-01,99,7,3198,"Joëlle Miquel, Ronan Girre, Jean-Claude Brisseau","Comedy,Drama,Romance"
78,78,tt0090567,52 Pick-Up,John Frankenheimer,52 Pick-Up,1986-01-01,110,6,6440,"Robert Trebor, Debra Satell, Roy Scheider","Crime,Drama,Thriller"
79,79,tt0090568,8 Million Ways to Die,Hal Ashby,8 Million Ways to Die,1986-01-01,115,5,5507,"Christa Denton, Lawrence Block, Jeff Bridges","Action,Crime,Drama"
80,80,tt0090570,84 Charing Cross Road,David Hugh Jones,84 Charing Cross Road,1987-01-01,100,7,10520,"Eleanor David, Judy Courtney, Ronn Carroll, Anne Bancroft","Biography,Drama,Romance"
81,81,tt0090575,Aakhree Raasta,Bhagyaraj,Aakhree Raasta,1986-01-01,164,7,1496,"Bhagyaraj, Amitabh Bachchan","Action,Crime,Drama"
82,82,tt0090576,The Assault,Fons Rademakers,De aanslag,1986-01-01,141,7,3311,"Jurriaan Andriessen, Edda Barends, Tabe Bas, Derek de Lint","Drama,History,Romance"
83,83,tt0090578,Abducted,Boon Collins,Abducted,1986-01-01,90,5,308,Dan Haggerty,"Drama,Thriller,NONE"
84,84,tt0090579,Voyeur,Alex van Warmerdam,Abel,1986-01-01,100,7,2434,"Jan-Willem Hees, Alex van Warmerdam","Comedy,NONE,NONE"
85,85,tt0090583,About Last Night,Edward Zwick,About Last Night...,1986-01-01,113,6,16546,"Karla Bonoff, Paul Davis, Dawn Arnemann, Rob Lowe","Comedy,Drama,Romance"
86,86,tt0090585,Absolute Beginners,Julien Temple,Absolute Beginners,1986-01-01,108,5,3548,"Richard Burridge, Gerry Alexander, Patsy Kensit","Drama,Musical,Romance"
87,87,tt0090601,Aladdin,Bruno Corbucci,Superfantagenio,1986-01-01,96,5,3402,"Julian Voloshin, Diamy Spencer, Bud Spencer","Adventure,Comedy,Fantasy"
88,88,tt0090605,Aliens,James Cameron,Aliens,1986-01-01,137,8,727915,"Jenette Goldstein, Bill Paxton, Lance Henriksen, Sigourney Weaver","Action,Adventure,Sci-Fi"
89,89,tt0090610,The Children of Noisy Village,Lasse Hallström,Alla vi barn i Bullerbyn,1986-01-01,87,6,2258,"Peter Dywik, Tove Edfeldt, Ellen Demérus","Family,NONE,NONE"
90,90,tt0090611,Allah-Rakha,Ketan Desai,Allah-Rakha,1986-01-01,160,5,167,Jackie Shroff,"Action,Drama,NONE"
91,91,tt0090634,Report to Mother,John Abraham,Amma Ariyan,1986-01-01,115,7,209,John Abraham,"Drama,NONE,NONE"
92,92,tt0090636,El amor brujo,Carlos Saura,El amor brujo,1986-01-01,100,7,930,"María Pagés, Antonio Gades, Cristina Hoyos","Drama,Music,NONE"
93,93,tt0090637,Amorosa,Mai Zetterling,Amorosa,1986-01-01,117,5,207,"Bissa Abelli, Curt Hilfon, Johan Schildt, Stina Ekblad","Biography,Drama,NONE"
94,94,tt0090644,Anguish,Bigas Luna,Angustia,1987-01-01,86,6,4034,"Gilbert Price, Bigas Luna, Zelda Rubinstein","Horror,Thriller,NONE"
95,95,tt0090648,Anne Trister,Léa Pool,Anne Trister,1986-01-01,103,7,293,"Pierre Mignot, Lucie Laurier","Drama,NONE,NONE"
96,96,tt0090655,April Fool's Day,Fred Walton,April Fool's Day,1986-01-01,89,6,17400,"Jay Baker, Lloyd Berry, Tom Heaton, Deborah Foreman","Horror,Mystery,NONE"
97,97,tt0090658,Arion,Yoshikazu Yasuhiko,Arion,1986-01-01,118,6,403,"Yoshikazu Yasuhiko, Shigeru Nakahara","Action,Adventure,Animation"
98,98,tt0090659,Armed Response,Fred Olen Ray,Armed Response,1986-01-01,86,5,734,"Lois Hamilton, Brad Arrington, Stephen Carter, David Carradine","Action,Crime,Thriller"
99,99,tt0090660,Armed and Dangerous,Mark L. Lester,Armed and Dangerous,1986-01-01,88,5,12171,"Robert Gray, Christine Dupree, Wilson Camp, John Candy","Action,Comedy,Crime"
100,100,tt0090665,Halfaouine: Boy of the Terraces,Férid Boughedir,Asfour Stah,1990-01-01,98,6,1676,"Fatma Ben Saïdane, Mustapha Adouani","Comedy,Drama,NONE"
101,101,tt0090670,At Close Range,James Foley,At Close Range,1986-01-01,111,6,16734,"James Foley, Bob McDivitt, Marshall Fallwell Jr., Sean Penn","Crime,Drama,NONE"
102,102,tt0090671,Attention bandits!,Claude Lelouch,Attention bandits!,1987-01-01,111,6,356,Jean Yanne,"Drama,NONE,NONE"
103,103,tt0090677,Avanti Popolo,Rafi Bukai,Avanti Popolo,1986-01-01,84,7,400,"Rafi Bukai, Salim Daw","Drama,War,NONE"
104,104,tt0090678,Avenging Force,Sam Firstenberg,Avenging Force,1986-01-01,104,5,3068,"Loren Farmer, Ramon Olavarietta, Becki Davis","Action,Drama,Thriller"
105,105,tt0090679,Year of Enlightment,Fernando Trueba,El aÇño de las luces,1986-01-01,105,6,1083,"Violeta Cela, Ángel Muñoz Alonso, Jorge Sanz","Comedy,Drama,History"
106,106,tt0090684,Bach et Bottine,André Melançon,Bach et Bottine,1986-01-01,96,6,539,"Maryse Cartwright, Mahée Paiement","Comedy,Drama,Family"
107,107,tt0090685,Back to School,Alan Metter,Back to School,1986-01-01,96,6,34010,"Terry Farrell, Adrienne Barbeau, David Rawlins, Rodney Dangerfield","Comedy,Romance,Sport"
108,108,tt0090686,Backlash,Bill Bennett,Backlash,1986-01-01,89,5,176,"Bill Bennett, David Argue","Crime,Drama,NONE"
109,109,tt0090689,Ballad of dog beach,José Fonseca e Costa,Balada da Praia dos Cǜes,1987-01-01,100,6,220,"Tony Morgon, Pedro Bandeira-Freire, Assumpta Serna","Crime,Drama,Mystery"
110,110,tt0090693,Band of the Hand,Paul Michael Glaser,Band of the Hand,1986-01-01,109,6,3074,"Marcy Carriker, Leo Garen, Howie Epstein, Stephen Lang","Action,Crime,Drama"
111,111,tt0090700,Early Spring,Astrid Henning-Jensen,Barndommens gade,1986-01-01,90,6,409,"Per Sessingø, Eva Madsen, Litten Hansen, Sofie Gråbøl","Drama,NONE,NONE"
112,112,tt0090710,Belizaire the Cajun,Glen Pitre,Belizaire the Cajun,1986-01-01,103,6,475,"Ernie Vincent, Loulan Pitre, Glen Pitre, Armand Assante","Drama,History,Romance"
113,113,tt0090713,The Best of Times,Roger Spottiswoode,The Best of Times,1986-01-01,104,6,7722,"Vister Hayes, Norm Schachter, Robin Williams","Comedy,Drama,Sport"
114,114,tt0090722,The Ghost Snatchers,Ngai Choi Lam,Bi gui zhuo,1986-01-01,89,6,130,"Joyce Godenzi, Michael Wai-Man Chan","Comedy,Fantasy,Horror"
115,115,tt0090725,The Beginning,Salah Abouseif,Al-Bidaya,1986-01-01,123,7,432,Hamdy Ahmed,"Comedy,Drama,Fantasy"
116,116,tt0090728,Big Trouble in Little China,John Carpenter,Big Trouble in Little China,1986-01-01,99,7,145317,"Keith Barish, Lia Chang, J. Barry Herron, Kurt Russell","Action,Adventure,Comedy"
117,117,tt0090729,Biggles: Adventures in Time,John Hough,Biggles,1986-01-01,108,5,3177,"Francesca Gonshaw, Marcus Gilbert, John Hough","Adventure,Family,Sci-Fi"
118,118,tt0090730,Billy Galvin,John Gray,Billy Galvin,1986-01-01,99,6,101,Karl Malden,"Drama,NONE,NONE"
119,119,tt0090734,Black Mic Mac,Thomas Gilou,Black Mic Mac,1986-01-01,93,5,278,"Éric Nonn, Thomas Gilou, Ray Lema, Jacques Villeret","Comedy,NONE,NONE"
120,120,tt0090735,Black Moon Rising,Harley Cokeliss,Black Moon Rising,1986-01-01,100,5,6213,"Eduardo Paolozzi, Polly Burson, Dalton Cathey, Tommy Lee Jones","Action,Crime,Thriller"
121,121,tt0090738,Black Widow,Bob Rafelson,Black Widow,1987-01-01,102,6,10332,"Richard Arnold, Debra Winger","Crime,Drama,Thriller"
122,122,tt0090756,Blue Velvet,David Lynch,Blue Velvet,1986-01-01,120,7,204474,"Laura Dern, Julee Cruise, Dennis Hopper, Isabella Rossellini","Crime,Drama,Mystery"
123,123,tt0090760,Bolek i Lolek na Dzikim Zachodzie,Stanislaw Dülz,Bolek i Lolek na Dzikim Zachodzie,1986-01-01,95,6,217,"Stanislaw Dülz, Alfred Ledwig, Piotr Fronczewski","Adventure,Animation,Western"
124,124,tt0090763,The Corruption,Salvatore Samperi,La bonne,1986-01-01,82,5,558,"Florence Guérin, Florence Guérin","Drama,Romance,NONE"
125,125,tt0090767,The Boss' Wife,Ziggy Steinberg,The Boss' Wife,1986-01-01,83,5,627,Daniel Stern,"Comedy,NONE,NONE"
126,126,tt0090768,The Boy Who Could Fly,Nick Castle,The Boy Who Could Fly,1986-01-01,114,6,6257,"Nick Castle, Lucy Deakins","Drama,Fantasy,Romance"
127,127,tt0090769,The Boy in Blue,Charles Jarrott,The Boy in Blue,1986-01-01,100,5,1303,"William Beeton, Nicolas Cage","Biography,Drama,Sport"
128,128,tt0090773,Bridge to Nowhere,Ian Mune,Bridge to Nowhere,1986-01-01,86,5,267,Shirley Gruar,"Drama,Horror,Thriller"
129,129,tt0090774,Brighton Beach Memoirs,Gene Saks,Brighton Beach Memoirs,1986-01-01,108,6,3741,"Stacey Glick, Brian Drillinger, Blythe Danner","Comedy,NONE,NONE"
130,130,tt0090778,BrÇôderna Mozart,Suzanne Osten,BrÇôderna Mozart,1986-01-01,109,6,375,"Roger Andersson, Elisabeth Erikson, Etienne Glaser","Comedy,Drama,Music"
131,131,tt0090779,Bullies,Paul Lynch,Bullies,1986-01-01,96,5,541,"Beth Amos, Dehl Berti, Bernie Coulson, Jonathan Crombie","Action,Drama,Thriller"
132,132,tt0090781,The Bus,Yadollah Samadi,Otoboos,1986-01-01,112,6,145,"Hadi Eslami, Hadi Eslami","Comedy,Drama,NONE"
133,133,tt0090784,Cactus,Paul Cox,Cactus,1986-01-01,93,6,231,"Robert Menzies, Isabelle Huppert","Drama,Romance,NONE"
134,134,tt0090798,Caravaggio,Derek Jarman,Caravaggio,1986-01-01,93,6,6467,"Lol Coxhill, Emile Nicolaou","Biography,Drama,History"
135,135,tt0090800,The House of the Blue Shadows,Beppe Cino,La casa del buon ritorno,1986-01-01,90,5,101,NONE,"Horror,Mystery,Thriller"
136,136,tt0090805,Il caso Moro,Giuseppe Ferrara,Il caso Moro,1986-01-01,110,7,460,"Enrica Maria Modugno, Gian Maria Volontè","Crime,Drama,History"
137,137,tt0090812,Chameli Ki Shaadi,Basu Chatterjee,Chameli Ki Shaadi,1986-01-01,136,7,1734,Anil Kapoor,"Comedy,Drama,Romance"
138,138,tt0090815,Charlotte for Ever,Serge Gainsbourg,Charlotte for Ever,1986-01-01,94,5,779,"Anne Zamberlan, Charlotte Gainsbourg","Comedy,Drama,NONE"
139,139,tt0090830,Children of a Lesser God,Randa Haines,Children of a Lesser God,1986-01-01,119,7,17741,"María Cellario, Linda Bove, William D. Byrd, William Hurt","Drama,Romance,NONE"
140,140,tt0090834,The Octopuses from the Second Floor,Jindrich Polák,Chobotnice z druhǸho patra,1987-01-01,92,6,357,NONE,"Animation,Comedy,Family"
141,141,tt0090836,Choke Canyon,Charles Bail,Choke Canyon,1986-01-01,94,5,296,"Ovidio G. Assonitis, Charles Bail, Stephen Collins","Action,Sci-Fi,NONE"
142,142,tt0090840,The Christmas Star,Alan Shapiro,The Christmas Star,1986-01-01,94,6,726,"Renee D'Aoust, Edward Asner","Drama,Family,NONE"
143,143,tt0090845,Wild Pigeon,Sergey Solovyov,Chuzhaya belaya i ryaboy,1986-01-01,100,6,181,"Marksen Gaukhman-Sverdlov, German Shopp","Drama,NONE,NONE"
144,144,tt0090848,The Clan of the Cave Bear,Michael Chapman,The Clan of the Cave Bear,1986-01-01,98,5,6724,"Joey Cramer, John Doolittle, Lou Fant, Daryl Hannah","Adventure,Drama,Fantasy"
145,145,tt0090851,The Climb,Donald Shebib,The Climb,1986-01-01,90,7,108,"Richard Leiterman, Guy Bannerman, Bruce Greenwood","Adventure,NONE,NONE"
146,146,tt0090852,Clockwise,Christopher Morahan,Clockwise,1986-01-01,96,6,13218,"Nadia Sawalha, Ann Way, Dickie Arnold, John Cleese","Comedy,NONE,NONE"
147,147,tt0090856,Club Paradise,Harold Ramis,Club Paradise,1986-01-01,96,5,6545,"Louise Bennett, Robin Williams","Comedy,NONE,NONE"
148,148,tt0090859,Cobra,George P. Cosmatos,Cobra,1986-01-01,87,5,75827,"John Cafferty, Ed Arter, Val Avery, Sylvester Stallone","Action,Crime,Thriller"
149,149,tt0090863,The Color of Money,Martin Scorsese,The Color of Money,1986-01-01,119,7,87787,"Elizabeth Bracco, Harold L. Simonsen, Steve Mizerak, Paul Newman","Drama,Sport,NONE"
150,150,tt0090870,Le complexe du kangourou,Pierre Jolivet,Le complexe du kangourou,1986-01-01,86,5,121,Roland Giraud,"Comedy,NONE,NONE"
151,151,tt0090874,Family Council,Costa-Gavras,Conseil de famille,1986-01-01,120,5,541,"Takis, Rémi Martin, Johnny Hallyday","Comedy,NONE,NONE"
152,152,tt0090879,Cours privǸ,Pierre Granier-Deferre,Cours privǸ,1986-01-01,95,5,520,"Elizabeth Bourgine, Elizabeth Bourgine","Drama,NONE,NONE"
153,153,tt0090882,Crazy Moon,Allan Eastman,Crazy Moon,1987-01-01,90,6,660,"Kenny Gardner, Stefan Wodoslawsky, Kiefer Sutherland","Comedy,Drama,Romance"
154,154,tt0090886,Crimes of the Heart,Bruce Beresford,Crimes of the Heart,1986-01-01,105,6,4257,"Tess Harper, Beth Henley, Diane Keaton","Comedy,Drama,NONE"
155,155,tt0090887,Critters,Stephen Herek,Critters,1986-01-01,86,6,36883,"Art Frankel, M. Emmet Walsh, Billy Green Bush, Dee Wallace","Comedy,Horror,Sci-Fi"
156,156,tt0090888,Crossroads,Walter Hill,Crossroads,1986-01-01,99,7,16753,"Steve Vai, John Price, Ralph Macchio","Drama,Music,Mystery"
157,157,tt0090892,"CsÇük, Anyu!",János Rózsa,"CsÇük, Anyu!",1987-01-01,103,7,167,"János Rózsa, Simon Gévai, Dorottya Udvaros","Drama,NONE,NONE"
158,158,tt0090895,The Big Parade,Kaige Chen,Da yue bing,1986-01-01,103,5,183,Ruofu Wu,"Drama,NONE,NONE"
159,159,tt0090903,The Devil's Honey,Lucio Fulci,Il miele del diavolo,1986-01-01,83,5,1480,"Stefano Madia, Gianni Giuliano, Brett Halsey","Mystery,Thriller,NONE"
160,160,tt0090904,Dangerously Close,Albert Pyun,Dangerously Close,1986-01-01,95,5,1469,"Benmont Tench, Mark Durbin, Debra Berger, John Stockwell","Action,Crime,Thriller"
161,161,tt0090915,Dead End Drive-In,Brian Trenchard-Smith,Dead End Drive-In,1986-01-01,88,5,3507,"David Jones, Ned Manning, Ian Goddard","Action,Drama,Horror"
162,162,tt0090917,Deadly Friend,Wes Craven,Deadly Friend,1986-01-01,91,5,8247,"Michael Sharrett, Matthew Labyorteaux, Peter C. Graupner","Drama,Horror,Sci-Fi"
163,163,tt0090922,Love Unto Waste,Stanley Kwan,Dei ha ching,1986-01-01,96,6,299,Chin Tsai,"Drama,Mystery,Romance"
164,164,tt0090927,The Delta Force,Menahem Golan,The Delta Force,1986-01-01,125,5,20999,"Mosko Alkalai, Tom Carlin, John Gant, Chuck Norris","Action,Adventure,Drama"
165,165,tt0090929,Demoner,Carsten Brandt,Demoner,1986-01-01,127,5,114,Ewa Fröling,"Drama,NONE,NONE"
166,166,tt0090930,Demons 2,Lamberto Bava,DÇùmoni 2... l'incubo ritorna,1986-01-01,92,5,11162,"Lamberto Bava, David Edwin Knight, Fabio Poggiali","Horror,NONE,NONE"
167,167,tt0090933,Descent Into Hell,Francis Girod,Descente aux enfers,1986-01-01,88,5,603,"Rassoul Labuchin, Claude Brasseur","Crime,Drama,Thriller"
168,168,tt0090934,Desert Bloom,Eugene Corr,Desert Bloom,1986-01-01,105,6,1049,"Rick Schieffer, Drasha Meyer, Jon Voight","Drama,Family,Romance"
169,169,tt0090940,The Lunatics,Tung-Shing Yee,Din lo jing juen,1986-01-01,87,7,394,Dennis Chan,"Drama,NONE,NONE"
170,170,tt0090944,Devil in the Flesh,Marco Bellocchio,Diavolo in corpo,1986-01-01,114,5,1652,"Claudio Lorimer, Maruschka Detmers","Drama,Romance,NONE"
171,171,tt0090945,Didi Drives Me Crazy,Wigbert Wicker,Didi auf vollen Touren,1986-01-01,92,5,614,"Wolfgang Rühl, Uwe Büschken, Dieter Hallervorden","Comedy,NONE,NONE"
172,172,tt0090949,El disputado voto del Sr. Cayo,Antonio Giménez Rico,El disputado voto del Sr. Cayo,1986-01-01,94,6,246,Francisco Rabal,"Drama,NONE,NONE"
173,173,tt0090952,Peking Opera Blues,Hark Tsui,Do ma daan,1986-01-01,104,7,2524,"Yin Szema, Paul Chun, Sally Yeh, Brigitte Lin","Action,Comedy,NONE"
174,174,tt0090956,Eastern Condors,Sammo Kam-Bo Hung,Dung fong tuk ying,1987-01-01,98,7,2695,Sammo Kam-Bo Hung,"Action,Adventure,War"
175,175,tt0090963,Double Gentlemen,Jean-François Stévenin,Double messieurs,1986-01-01,90,6,157,"Jean-François Stévenin, Yves Afonso","Comedy,Drama,NONE"
176,176,tt0090966,Down and Out in Beverly Hills,Paul Mazursky,Down and Out in Beverly Hills,1986-01-01,103,6,19699,"Donald F. Muhich, Jack Bruskoff, Robert Banas, Nick Nolte","Comedy,NONE,NONE"
177,177,tt0090967,Down by Law,Jim Jarmusch,Down by Law,1986-01-01,107,7,52886,"Tom Jarmusch, Tom Waits, Nicoletta Braschi","Comedy,Crime,Drama"
178,178,tt0090969,DragÇün Rapide,Jaime Camino,DragÇün Rapide,1986-01-01,100,6,191,"José Luis Pellicena, Laura García Lorca, Juan Diego","Drama,History,NONE"
179,179,tt0090985,The Decline of the American Empire,Denys Arcand,Le dǸclin de l'empire amǸricain,1986-01-01,101,7,8478,"Mark Blandford, Yves Jacques, Denys Arcand, Dominique Michel","Comedy,Drama,NONE"
180,180,tt0090986,Disorder,Olivier Assayas,DǸsordre,1986-01-01,95,6,353,Wadeck Stanczak,"Drama,Music,NONE"
181,181,tt0090993,Eat the Peach,Peter Ormrod,Eat the Peach,1986-01-01,97,6,288,"Liam Sweeney, Pat Kenny","Comedy,NONE,NONE"
182,182,tt0090998,Egomania: Island Without Hope,Christoph Schlingensief,Egomania - Insel ohne Hoffnung,1986-01-01,84,5,312,Christoph Schlingensief,"Drama,NONE,NONE"
183,183,tt0091006,Life's Hardy Men,Mikko Niskanen,ElÇÏmÇÏn vonkamies,1986-01-01,142,6,250,"Martti Kainulainen, Pirjo Leppänen, Timo Markko, Martti Kainulainen","Drama,NONE,NONE"
184,184,tt0091008,Emma's War,Clytie Jessop,Emma's War,1987-01-01,94,5,170,"Clytie Jessop, Lee Remick","Drama,NONE,NONE"
185,185,tt0091019,Every Time We Say Goodbye,Moshé Mizrahi,Every Time We Say Goodbye,1986-01-01,95,5,2585,"Dafna Armoni, Cristina Marsillach, Alexandre Lagoya, Tom Hanks","Drama,Romance,War"
186,186,tt0091024,Extremities,Robert M. Young,Extremities,1986-01-01,89,6,4063,"Roger Steffens, Enid Kent, Farrah Fawcett","Drama,Thriller,NONE"
187,187,tt0091027,Eye of the Tiger,Richard C. Sarafian,Eye of the Tiger,1986-01-01,92,5,2265,"Tony Scotti, Kathryn Fuller, Gary Busey","Action,Drama,NONE"
188,188,tt0091032,The Fantasist,Robin Hardy,The Fantasist,1986-01-01,98,5,337,"Brendan Cauldwell, Moira Sinise, Robin Hardy","Thriller,NONE,NONE"
189,189,tt0091035,Singing the Blues in Red,Ken Loach,Fatherland,1986-01-01,111,6,540,"Gerulf Pannach, Gerulf Pannach","Drama,Music,NONE"
190,190,tt0091038,The Woman of My Life,Régis Wargnier,La femme de ma vie,1986-01-01,102,6,229,"Christophe Malavoy, Elsa Lunghini, Françoise Noyon, Christophe Malavoy","Drama,Romance,NONE"
191,191,tt0091042,Ferris Bueller's Day Off,John Hughes,Ferris Bueller's Day Off,1986-01-01,103,7,366725,"Matthew Broderick, John Hughes, Mia Sara, Matthew Broderick","Comedy,NONE,NONE"
192,192,tt0091049,Filme DemǦncia,Carlos Reichenbach,Filme DemǦncia,1986-01-01,92,7,212,"Inácio Araújo, Ênio Gonçalves, Ênio Gonçalves","Drama,Fantasy,NONE"
193,193,tt0091053,Fire with Fire,Duncan Gibbins,Fire with Fire,1986-01-01,103,6,1801,"Duncan Gibbins, Craig Sheffer","Drama,Romance,NONE"
194,194,tt0091055,Firewalker,J. Lee Thompson,Firewalker,1986-01-01,105,5,7140,"John Hazelwood, Chuck Norris","Action,Adventure,Comedy"
195,195,tt0091059,Flight of the Navigator,Randal Kleiser,Flight of the Navigator,1986-01-01,90,6,49626,"Neil Arthur, Matt Adler, Paul Reubens, Joey Cramer","Adventure,Comedy,Family"
196,196,tt0091060,Flodder,Dick Maas,Flodder,1986-01-01,111,6,7414,"Bert André, Barbara Barendrecht, Peter De Bont, Nelly Frijda","Action,Comedy,NONE"
197,197,tt0091064,The Fly,David Cronenberg,The Fly,1986-01-01,96,7,189111,"George Chuvalo, Geena Davis, Joy Boushel, Jeff Goldblum","Drama,Horror,Sci-Fi"
198,198,tt0091065,Teenage Dream,Paul Lynch,Flying,1986-01-01,90,5,691,"Denis Simpson, Louis Tucci, Ollie E. Brown, Olivia d'Abo","Drama,Romance,Sport"
199,199,tt0091067,For Love Alone,Stephen Wallace,For Love Alone,1986-01-01,102,5,194,"Stephen Wallace, Huw Williams, Helen Buday","History,Romance,NONE"
200,200,tt0091068,Foreign Body,Ronald Neame,Foreign Body,1986-01-01,111,5,301,"Jenny Michelmore, Jane Laurie, Victor Banerjee","Comedy,NONE,NONE"
201,201,tt0091080,Friday the 13th Part VI: Jason Lives,Tom McLoughlin,Jason Lives: Friday the 13th Part VI,1986-01-01,86,6,47289,"Renée Jones, J. Barry Herron, Darcy DeMoss, Thom Mathews","Horror,Thriller,NONE"
202,202,tt0091081,The Fringe Dwellers,Bruce Beresford,The Fringe Dwellers,1986-01-01,98,6,427,Bruce Beresford,"Drama,NONE,NONE"
203,203,tt0091083,From Beyond,Stuart Gordon,From Beyond,1986-01-01,85,6,27813,"Albert Band, Stuart Gordon, John Carl Buechler, Jeffrey Combs","Horror,Sci-Fi,NONE"
204,204,tt0091089,Les frÇùres PǸtard,Hervé Palud,Les frÇùres PǸtard,1986-01-01,90,5,442,"Tchee, Roland Baubeau, Jesse Garon, Gérard Lanvin","Adventure,Comedy,Crime"
205,205,tt0091090,"It's a Mad, Mad, Mad World",Clifton Ko,Fu gui bi ren,1987-01-01,100,6,351,Bill Tung,"Comedy,Family,Fantasy"
206,206,tt0091091,Millionaires' Express,Sammo Kam-Bo Hung,Foo gwai lip che,1986-01-01,108,7,1969,"Kenny Bee, Dick Wei, Sammo Kam-Bo Hung","Action,Comedy,Western"
207,207,tt0091093,The Fugitives,Francis Veber,Les fugitifs,1986-01-01,95,7,7325,"Arno Klarsfeld, Pierre Richard","Comedy,Crime,Drama"
208,208,tt0091096,Ga-ga: Glory to the Heroes,Piotr Szulkin,"Ga, Ga - Chwala bohaterom",1986-01-01,84,7,628,"Anna Majcher, Mariusz Benoit, Jerzy Januszewicz, Marek Walczewski","Comedy,Horror,Sci-Fi"
209,209,tt0091105,Genesis,Mrinal Sen,Genesis,1986-01-01,105,6,135,"Marie-Pascale Osterrieth, Shabana Azmi","Drama,NONE,NONE"
210,210,tt0091113,Ginger & Fred,Federico Fellini,Ginger e Fred,1986-01-01,127,7,5381,"Elena Cantarone, Rinaldo Geleng, Salvatore Billa, Marcello Mastroianni","Comedy,Drama,NONE"
211,211,tt0091114,Yuppies - I giovani di successo,Carlo Vanzina,Yuppies - I giovani di successo,1986-01-01,90,5,717,"Sharon Gusberti, Guido Nicheli","Comedy,NONE,NONE"
212,212,tt0091117,The Girl,Arne Mattsson,The Girl,1987-01-01,105,5,221,"Christer Banck, Hanna Brogren, Franco Nero","Drama,Romance,Thriller"
213,213,tt0091126,God's Outlaw,Tony Tew,God's Outlaw,1986-01-01,93,6,234,"Dave Cooke, Roger Rees","Biography,Drama,History"
214,214,tt0091129,The Golden Child,Michael Ritchie,The Golden Child,1986-01-01,94,5,57385,"Donald E. Thorin, Warren Demartini, Charlotte Lewis, Eddie Murphy","Action,Adventure,Comedy"
215,215,tt0091136,Gonza the Spearman,Masahiro Shinoda,Yari no Gonza,1986-01-01,126,7,402,Hiromi Gô,"Drama,NONE,NONE"
216,216,tt0091142,Gothic,Ken Russell,Gothic,1986-01-01,87,5,8248,"Pascal King, Graham Day, Cosey Fanni Tutti, Gabriel Byrne","Drama,Fantasy,Horror"
217,217,tt0091151,The Great Wall Is a Great Wall,Peter Wang,A Great Wall,1986-01-01,97,6,385,NONE,"Comedy,Drama,NONE"
