,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
8649,tt0192657,Shiri,Je-kyu Kang,Swiri,1999-01-01,125,6,8363,Action,"Je-kyu Kang, Carol Kidd, Yunjin Kim, Han Suk-kyu"
8657,tt0192949,Stardom,Denys Arcand,Stardom,2000-01-01,100,5,1766,Comedy,"Eric Goulem, Jessica Paré"
8663,tt0193253,Jin-Roh: The Wolf Brigade,Hiroyuki Okiura,Jin-RÇï,1999-01-01,102,7,17527,Action,"Hiroyuki Okiura, Moneca Stori, Maggie Blue O'Hara, Michael Dobson"
8665,tt0193355,The Night of the Pencils,Héctor Olivera,La noche de los lÇ­pices,1986-01-01,105,7,2150,Crime,"Alejo García Pintos, Vita Escardó, Héctor Olivera, Alejo García Pintos"
8674,tt0193741,Badding,Markku Pölönen,Badding,2000-01-01,103,5,1330,Biography,"Jari Karttunen, Janne Reinikainen"
8678,tt0193854,A Shot at Glory,Michael Corrente,A Shot at Glory,2000-01-01,114,6,2364,Drama,"Steven Wren, Ally McCoist, Owen Coyle, Robert Duvall"
8683,tt0194104,Leak,Jean van de Velde,Lek,2000-01-01,105,7,2958,Action,"Rob Bartels, Ricky Koole, Hans van den Berg, Cas Jansen"
8688,tt0194218,Panic,Henry Bromell,Panic,2000-01-01,88,6,8768,Comedy,"Bryan Bishop, William H. Macy"
8689,tt0194314,Romance,Catherine Breillat,Romance,1999-01-01,84,5,11281,Drama,"Fovéa, Emma Colberti, Caroline Ducey"
8690,tt0194378,Silvia Prieto,Martín Rejtman,Silvia Prieto,1999-01-01,92,6,1340,Comedy,"Martín Rejtman, Rosario Bléfari"
8693,tt0194530,Whatever Happened to Harold Smith?,Peter Hewitt,Whatever Happened to Harold Smith?,1999-01-01,95,6,1253,Comedy,"Michael Legge, Andy Rashleigh, Gizz Butt, Tom Courtenay"
8700,tt0195002,Kaun?,Ram Gopal Varma,Kaun?,1999-01-01,90,7,4436,Mystery,Urmila Matondkar
8702,tt0195231,Satya,Ram Gopal Varma,Satya,1998-01-01,170,8,15639,Action,"Urmila Matondkar, Manoj Bajpayee, Rajeev Mehta, J.D. Chakravarthi"
8703,tt0195234,Saving Grace,Nigel Cole,Saving Grace,2000-01-01,93,6,18828,Comedy,"Martin Clunes, Brenda Blethyn, Steve Harley"
8708,tt0195685,Erin Brockovich,Steven Soderbergh,Erin Brockovich,2000-01-01,131,7,204630,Biography,"Julia Roberts, Conchata Ferrell, Albert Finney, Julia Roberts"
8709,tt0195714,Final Destination,James Wong,Final Destination,2000-01-01,98,6,263166,Horror,"Kristen Cloke, Chad Donella, Devon Sawa"
8710,tt0195778,Here on Earth,Mark Piznarski,Here on Earth,2000-01-01,96,5,8734,Drama,"Zach Fehst, Tac Fitzgerald, Garth Schumacher, Chris Klein"
8713,tt0195945,Next Friday,Steve Carr,Next Friday,2000-01-01,98,6,42121,Comedy,"Ice Cube, Lil' Zane, Michael Blackson, Ice Cube"
8715,tt0196176,All the Moron's Men,Paolo Costella,Tutti gli uomini del deficiente,1999-01-01,109,5,1160,Comedy,"Valeria Anna Ferrario, Dino Meneghin, Maurizio Crozza, Carlo Taranto"
8716,tt0196216,Small Time Crooks,Woody Allen,Small Time Crooks,2000-01-01,94,6,39433,Comedy,"Carmen Cavallaro, Marvin Chatinover, Tracey Ullman, Woody Allen"
8717,tt0196223,The Right Temptation,Lyndon Chubbuck,The Right Temptation,2000-01-01,95,5,1240,Drama,"Lyndon Chubbuck, Patrick O'Neal, Kiefer Sutherland"
8718,tt0196355,The Other,Youssef Chahine,El-Akhar,1999-01-01,105,5,1034,Drama,"Youssef Chahine, Hani Salama, Hanan Turk"
8725,tt0196708,Lockdown,John Luessenhop,Lockdown,2000-01-01,105,6,2643,Drama,"Paulette Braxton, Stevie 'Black' Lockett, Richard T. Jones"
8726,tt0196723,Forever Lulu,John Kaye,Forever Lulu,2000-01-01,99,5,1411,Drama,"Amanda D. Mahoney, Lonnie Brooks, Melanie Griffith"
8727,tt0196857,Play It to the Bone,Ron Shelton,Play It to the Bone,1999-01-01,124,5,12143,Comedy,"Ryan Keating, Bo Belinsky, Bruce Buffer, Woody Harrelson"
8730,tt0197094,What Becomes of the Broken Hearted?,Ian Mune,What Becomes of the Broken Hearted?,1999-01-01,108,6,3663,Crime,"Prince Tui Teka, Joseph Kairau, Nancy Brunning, Temuera Morrison"
8731,tt0197096,What's Cooking?,Gurinder Chadha,What's Cooking?,2000-01-01,109,6,2824,Comedy,"Cathy Henderson, Paul Mayeda Berges, Joan Chen"
8738,tt0197384,Crime + Punishment in Suburbia,Rob Schmidt,Crime + Punishment in Suburbia,2000-01-01,100,5,3457,Drama,Monica Keena
8740,tt0197402,Detector,PÃ¥l Jackman,Detektor,2000-01-01,104,6,1435,Comedy,"Harald Eia, PÃ¥l Jackman, Mads Ousdal"
8741,tt0197569,Humanity,Bruno Dumont,L'humanitǸ,1999-01-01,141,6,4890,Drama,"William Christie, Yves Cape"
8752,tt0198021,Where the Heart Is,Matt Williams,Where the Heart Is,2000-01-01,120,6,35043,Comedy,"Martina McBride, Mackenzie Fitzgerald, Stockard Channing, Natalie Portman"
8756,tt0198386,The Crew,Michael Dinner,The Crew,2000-01-01,88,5,6561,Comedy,"Andria Litto, Ernie Andrews, Richard Dreyfuss"
8764,tt0198837,Zero Tolerance,Anders Nilsson,Noll tolerans,1999-01-01,108,6,3867,Action,"Margita Ahlin, Lisbeth Bodin, Hanna Alsterlund, Jakob Eklund"
8768,tt0199054,Suckers,Roger Nygard,Suckers,1999-01-01,87,6,1082,Comedy,"Jake Johannsen, Adrienne Andersen"
8773,tt0199314,About Adam,Gerard Stembridge,About Adam,2000-01-01,97,5,6654,Comedy,"Tommy Tiernan, Rosaleen Linehan, Stuart Townsend"
8774,tt0199354,Be There or Be Square,Xiaogang Feng,Bu jian bu san,1998-01-01,103,7,1282,Comedy,"Fan Xu, You Ge"
8777,tt0199683,Kikujiro,Takeshi Kitano,KikujirÇï no natsu,1999-01-01,122,7,21217,Comedy,"Rakkyo Ide, The Great Gidayû, Takeshi Kitano"
8782,tt0199725,Love & Basketball,Gina Prince-Bythewood,Love & Basketball,2000-01-01,124,7,22743,Drama,"Nathaniel Bellamy Jr., Shar Jackson, Omar Epps, Sanaa Lathan"
8784,tt0199753,Red Planet,Antony Hoffman,Red Planet,2000-01-01,106,5,58818,Action,"Tom Sizemore, Adam Khamis, Caroline Bossi, Val Kilmer"
8785,tt0199776,Models,Ulrich Seidl,Models,1999-01-01,118,6,1037,Drama,"Lisa Grossmann, Andreas Herrmann, Viviane Bartsch"
8786,tt0199777,Moloch,Aleksandr Sokurov,Molokh,1999-01-01,108,6,2503,Drama,"Maud Ackermann, Yuriy Arabov, Elena Rufanova"
8791,tt0200087,Sarfarosh,John Mathew Matthan,Sarfarosh,1999-01-01,174,8,26143,Action,"Sonali Bendre, Akhilendra Mishra, Govind Namdeo, Aamir Khan"
8793,tt0200192,Cheeky,Tinto Brass,Tra(sgre)dire,2000-01-01,91,5,6030,Comedy,"Yuliya Mayarchuk, Vittorio Attene, Yuliya Mayarchuk"
8794,tt0200215,Tifosi,Neri Parenti,Tifosi,1999-01-01,120,5,1223,Comedy,"Maurizio Mosca, Giuseppe Quintale, Giampiero Galeazzi, Massimo Boldi"
8796,tt0200267,The Rifleman of the Voroshilov Regiment,Stanislav Govorukhin,Voroshilovskiy strelok,1999-01-01,95,7,4400,Crime,"Aleksey Makarov, Aleksei Goltsov, Mikhail Ulyanov"
8797,tt0200299,Bad Luck Love,Olli Saarela,Bad Luck Love,2000-01-01,94,5,1468,Crime,"Tarja-Tuulikki Tarsala, Olli Saarela, Tommi Eronen, Jorma Tommila"
8799,tt0200427,Diamond Men,Dan Cohen,Diamond Men,2000-01-01,100,6,1763,Drama,"Kate Forster, Robert Forster"
8802,tt0200472,Beautiful Joe,Stephen Metcalfe,Beautiful Joe,2000-01-01,98,5,2360,Comedy,"Tommy Wilson, Sharon Stone"
8806,tt0200530,Chuck & Buck,Miguel Arteta,Chuck & Buck,2000-01-01,96,6,5740,Comedy,"Annette Murphy, Gino Buccola, Mike White"
8807,tt0200550,Coyote Ugly,David McNally,Coyote Ugly,2000-01-01,100,5,117401,Comedy,"Bud Cort, Tyra Banks, Rick Butler, Piper Perabo"
8809,tt0200637,The Yellow Mercedes,Bay Okan,Sari Mercedes,1993-01-01,90,7,3040,Action,"Eray Özbal, Hikmet Karagöz, Alexander Gittinger, Ilyas Salman"
8810,tt0200654,On Board,Serdar Akar,Gemide,1998-01-01,102,7,15235,Crime,"Serdar Akar, Korhan Günay, Erkan Can"
8811,tt0200669,The Golden Bowl,James Ivory,The Golden Bowl,2000-01-01,130,5,4516,Drama,"Susan Gutfreund, Antonia Franceschi, Uma Thurman"
8813,tt0200720,The House of Mirth,Terence Davies,The House of Mirth,2000-01-01,135,7,7745,Drama,"Paul Venables, Terence Davies, Gillian Anderson"
8817,tt0201265,In Bed with Santa,Kjell Sundvall,Tomten ÇÏr far till alla barnen,1999-01-01,95,6,7958,Comedy,"Jessica Zandén, Eva Callenbo, Dan Ekborg, Katarina Ewerlöf"
8819,tt0201517,Charisma,Kiyoshi Kurosawa,Karisuma,1999-01-01,104,6,1902,Drama,Kôji Yakusho
8820,tt0201538,Les convoyeurs attendent,Benoît Mariage,Les convoyeurs attendent,1999-01-01,94,6,1310,Comedy,"Benoît Mariage, Erika, Benoît Poelvoorde"
8822,tt0201631,Garage Olimpo,Marco Bechis,Garage Olimpo,1999-01-01,98,7,2780,Drama,"Marco Bechis, Antonella Costa"
8830,tt0201840,The Cup,Khyentse Norbu,PhÇôrpa,1999-01-01,93,6,3215,Comedy,"Orgyen Tobgyal, Orgyen Tobgyal"
8833,tt0201899,A Rumor of Angels,Peter O'Fallon,A Rumor of Angels,2000-01-01,106,6,1606,Drama,"Karsen Liotta, Vanessa Redgrave"
8838,tt0202055,Vanaprastham,Shaji N. Karun,Vanaprastham,1999-01-01,119,8,1855,Drama,"Pierre Assouline, Venmani Haridas, Mohanlal"
8842,tt0202152,Zatoichi,Shintarô Katsu,ZatÇïichi,1989-01-01,116,7,1782,Action,"Ryûtarô Gan, Toyomi Kusano, Mie Kataoka, Shintarô Katsu"
8848,tt0202381,Guest House Paradiso,Adrian Edmondson,Guest House Paradiso,1999-01-01,89,6,10228,Comedy,"David Sibley, Phillip Lester, Fenella Fielding, Rik Mayall"
8850,tt0202402,Whatever It Takes,David Raynr,Whatever It Takes,2000-01-01,94,5,11216,Comedy,"Marla Sokoloff, Shyla Lefner, Jodi Lyn O'Keefe, Shane West"
8855,tt0202559,A Room for Romeo Brass,Shane Meadows,A Room for Romeo Brass,1999-01-01,90,7,6017,Comedy,"Alex Duggan, P.P. Arnold, Andrew Shim"
8859,tt0202641,Two Family House,Raymond De Felitta,Two Family House,2000-01-01,108,7,1700,Comedy,"Raymond De Felitta, Michael Rispoli"
8862,tt0202677,The Way of the Gun,Christopher McQuarrie,The Way of the Gun,2000-01-01,119,6,34184,Action,"Kristin Lehman, Armando Guerrero, Steve Staley, Ryan Phillippe"
8870,tt0203019,Men of Honor,George Tillman Jr.,Men of Honor,2000-01-01,129,7,120017,Biography,"Carl Brashear, Alimi Ballard, Cuba Gooding Jr."
8874,tt0203119,Sexy Beast,Jonathan Glazer,Sexy Beast,2000-01-01,89,7,63169,Crime,"Ben Kingsley, Gérard Barray, Álvaro Monje, Ray Winstone"
8876,tt0203166,Together,Lukas Moodysson,Tillsammans,2000-01-01,106,7,23228,Comedy,"Ulf Brantås, Maggie Bell, Anja Lundqvist, Lisa Lindgren"
8880,tt0203230,You Can Count on Me,Kenneth Lonergan,You Can Count on Me,2000-01-01,111,7,30524,Drama,"Iris DeMent, Laura Linney, Jon Tenney"
8886,tt0203427,The Creator,Albert Dupontel,Le crǸateur,1999-01-01,90,6,1095,Comedy,"Emmanuelle Bougerol, Claude Perron"
8890,tt0203540,Greenfingers,Joel Hershman,Greenfingers,2000-01-01,91,6,6261,Comedy,"Jan Chappell, Clive Owen"
8891,tt0203632,The Princess and the Warrior,Tom Tykwer,Der Krieger und die Kaiserin,2000-01-01,135,7,14734,Drama,"Franka Potente, Marita Breuer, Georg-Martin Bode, Franka Potente"
8892,tt0203672,A Man Called Hero,Andrew Lau,Jung wa ying hong,1999-01-01,116,5,2029,Action,"Grace Yip, Ekin Cheng"
8895,tt0204055,Wild Mussels,Erik de Bruyn,Wilde mossels,2000-01-01,115,6,1081,Drama,"Néstor Sanz, Erik de Bruyn, Melek Karasu, Fedja van Huêt"
8896,tt0204137,Animal Factory,Steve Buscemi,Animal Factory,2000-01-01,94,6,14074,Crime,"Paul L. Nolan, Sal Mazzotta, Hahn Rowe, Willem Dafoe"
8898,tt0204175,Boys and Girls,Robert Iscove,Boys and Girls,2000-01-01,94,5,17166,Comedy,"Richard Hillman, Kylie Bax, Heather Donahue, Freddie Prinze Jr."
8903,tt0204626,The Watcher,Joe Charbanic,The Watcher,2000-01-01,97,5,27762,Crime,"Jenny McShane, Jillian Peterson, Jeffrey Brown, James Spader"
8904,tt0204640,Sordid Lives,Del Shores,Sordid Lives,2000-01-01,111,6,3344,Comedy,"Beverly Nero, Newell Alexander, Kirk Geiger, Delta Burke"
8911,tt0204761,La fidǸlitǸ,Andrzej Zulawski,La fidǸlitǸ,2000-01-01,166,5,1935,Drama,"Armande Altaï, Sophie Marceau"
8915,tt0204932,A Summer Tale,Ulf Malmros,Den bÇÏsta sommaren,2000-01-01,91,7,4105,Comedy,"Anna Kristina Kallin, Gachugo Makini, Cecilia Nilsson, Kjell Bergqvist"
8916,tt0204946,Bring It On,Peyton Reed,Bring It On,2000-01-01,98,6,99428,Comedy,"Joey Fatone, Jesse Bradford, Clare Kramer, Kirsten Dunst"
8918,tt0205000,Deuce Bigalow: Male Gigolo,Mike Mitchell,Deuce Bigalow: Male Gigolo,1999-01-01,88,5,77091,Comedy,"Sidney Ganis, Michael Delahoussaye, Big Boy, Rob Schneider"
8923,tt0205177,Kevin & Perry Go Large,Ed Bye,Kevin & Perry Go Large,2000-01-01,82,5,14024,Comedy,"Kathy Burke, Louisa Rix, James Dark, Harry Enfield"
8924,tt0205190,Little Crumb,Maria Peters,Kruimeltje,1999-01-01,119,6,2621,Drama,"Mario Cramer, Sacha Bulthuis, Ruud Feltkamp"
8929,tt0205725,"Farewell, Home Sweet Home",Otar Iosseliani,"Adieu, plancher des vaches!",1999-01-01,118,7,1002,Comedy,NONE
8930,tt0205735,Criminal Lovers,François Ozon,Les amants criminels,1999-01-01,96,6,4321,Crime,"Natacha Régnier, Aurélie Fournet-Fayard, Natacha Régnier"
8933,tt0205843,Heart of the Warrior,Daniel Monzón,El corazÇün del guerrero,1999-01-01,110,5,1015,Action,"Antonio Barroso, Javier Aller, Empar Ferrer, Fernando Ramallo"
8934,tt0205873,The Dish,Rob Sitch,The Dish,2000-01-01,101,7,16677,Comedy,"Tina Arena, Roy Billing, Santo Cilauro, Sam Neill"
8938,tt0206013,My Neighbors the Yamadas,Isao Takahata,HÇïhokekyo tonari no Yamada-kun,1999-01-01,104,7,14794,Animation,"Suguru Egawa, Yukiji Asaoka"
8939,tt0206067,Kachche Dhaage,Milan Luthria,Kachche Dhaage,1999-01-01,144,6,1667,Action,Ajay Devgn
8943,tt0206117,Manolito Four Eyes,Miguel Albaladejo,Manolito Gafotas,1999-01-01,89,6,1165,Comedy,"Elvira Lindo, Luis Lucena"
8947,tt0206216,Railroad Man,Yasuo Furuhata,Poppoya,1999-01-01,112,7,1241,Drama,"Rie Nakahara, Daisaku Kimura, Yasuo Furuhata, Ken Takakura"
8948,tt0206226,Psycho Beach Party,Robert Lee King,Psycho Beach Party,2000-01-01,95,6,6305,Comedy,"Nathan Bexton, Nicholas Brendon, Lauren Ambrose"
8951,tt0206334,Gen-X Cops,Benny Chan,Dak ging san yan lui,1999-01-01,114,5,2328,Action,"Jaymee Ong, Shung Tak Cheung, Nicholas Tse"
8955,tt0206420,Woman on Top,Fina Torres,Woman on Top,2000-01-01,92,5,10715,Comedy,"Daniel Camargo, Dona Ivone Lara, Michel Bercovitch, Penélope Cruz"
8959,tt0206742,Fast Food Fast Women,Amos Kollek,Fast Food Fast Women,2000-01-01,95,6,2122,Comedy,"Amos Kollek, Anna Thomson"
8964,tt0206917,The Man Who Cried,Sally Potter,The Man Who Cried,2000-01-01,100,6,15982,Drama,"Manfred Andrae, Diana Hoddinott, Alfred Hoffman, Christina Ricci"
8965,tt0206921,Mann - Soul's Heart,Indra Kumar,Mann,1999-01-01,160,6,5649,Drama,"Jagesh Mukati, Aamir Khan"
8970,tt0207161,Time Share,Sharon von Wietersheim,Time Share,2000-01-01,87,5,1451,Comedy,"Alexandra Hoesdorff, Nastassja Kinski"
8973,tt0207201,What Women Want,Nancy Meyers,What Women Want,2000-01-01,127,6,212736,Comedy,"Marisa Tomei, Cristine Rose, Lauren Holly, Mel Gibson"
8976,tt0207341,Biwi No. 1,David Dhawan,Biwi No. 1,1999-01-01,159,5,6016,Comedy,"David Dhawan, Sushmita Sen, Karisma Kapoor"
8979,tt0207524,How to Kill Your Neighbor's Dog,Michael Kalesniko,How to Kill Your Neighbor's Dog,2000-01-01,107,6,3595,Comedy,"Suzi Hofrichter, Nancy M. Ruff, Kenneth Branagh"
8984,tt0208003,Big Momma's House,Raja Gosnell,Big Momma's House,2000-01-01,99,5,87627,Action,"Starletta DuPois, Monica, Nia Long, Martin Lawrence"
8985,tt0208026,A Chinese in a Coma,Carlo Verdone,C'era un cinese in coma,2000-01-01,108,5,1204,Comedy,"Antonella Mosetti, Carlo Verdone"
8986,tt0208032,Canone inverso - Making Love,Ricky Tognazzi,Canone inverso - Making Love,2000-01-01,107,7,1216,Drama,"Graziano Diana, Fabio Cianchetti, Hans Matheson"
8990,tt0208092,Snatch,Guy Ritchie,Snatch,2000-01-01,104,8,868556,Comedy,"Guy Ritchie, Dennis Farina, Jason Ninh Cao, Jason Statham"
8995,tt0208181,Todo el poder,Fernando Sariñana,Todo el poder,2000-01-01,105,6,1149,Crime,Demián Bichir
8997,tt0208196,Happy Accidents,Brad Anderson,Happy Accidents,2000-01-01,110,7,10016,Comedy,"Ryan Clark, Tom Zé, Bronson Dudley, Marisa Tomei"
9004,tt0208606,The Third Page,Zeki Demirkubuz,Ç?ÇõǬncǬ Sayfa,1999-01-01,92,7,3984,Drama,"Ruhi Sari, Tuba Erdem, Cengiz Sezici, Ruhi Sari"
9007,tt0208675,Compassionate Sex,Laura Mañá,Sexo por compasiÇün,2000-01-01,109,7,1292,Comedy,"Laura Mañá, Elisabeth Margoni"
9012,tt0208874,The Contender,Rod Lurie,The Contender,2000-01-01,126,6,24508,Drama,"Del Driver, Andrew C. Boothby, Noah Fryrear, Joan Allen"
9014,tt0208911,The King Is Alive,Kristian Levring,The King Is Alive,2000-01-01,110,6,1965,Drama,"Kristian Levring, Miles Anderson"
9015,tt0208988,Get Carter,Stephen Kay,Get Carter,2000-01-01,102,5,35396,Action,"Steve Bing, Buzz Bundy, Ashok Amritraj, Sylvester Stallone"
9016,tt0208995,Lies,Jang Sun-woo,Gojitmal,1999-01-01,112,5,1493,Drama,"Jang Sun-woo, Jin Han"
9017,tt0209037,Everybody's Famous!,Dominique Deruddere,Iedereen beroemd!,2000-01-01,97,6,3292,Comedy,"Josse De Pauw, Dominique Deruddere, Silvia Claes, Josse De Pauw"
9022,tt0209144,Memento,Christopher Nolan,Memento,2000-01-01,113,8,1255496,Mystery,"John 'Bud' Cardos, P. Erik Carlson, Guy Pearce"
9023,tt0209174,Nobody Knows Anybody,Mateo Gil,Nadie conoce a nadie,1999-01-01,108,5,2552,Drama,Eduardo Noriega
9024,tt0209180,Sky Hook,Ljubisa Samardzic,Nebeska udica,2000-01-01,95,8,4792,Drama,"Desa Biogradlija, Nebojsa Glogovac"
9026,tt0209189,Not One Less,Yimou Zhang,Yi ge dou bu neng shao,1999-01-01,106,7,9005,Drama,NONE
9033,tt0209322,Skipped Parts,Tamra Davis,Skipped Parts,2000-01-01,100,6,3503,Comedy,Drew Barrymore
9036,tt0209463,The Wind Will Carry Us,Abbas Kiarostami,Bad ma ra khahad bord,1999-01-01,118,7,11506,Drama,Abbas Kiarostami
9040,tt0209933,Beau travail,Claire Denis,Beau travail,1999-01-01,92,7,12704,Drama,"Eran Zur, Salem Brahimi, Murielle Iris, Denis Lavant"
9042,tt0209958,The Cell,Tarsem Singh,The Cell,2000-01-01,107,6,104971,Crime,"David Allsberry, Vincent D'Onofrio, Nicholas Cascone, Jennifer Lopez"
9045,tt0210056,Fuks,Maciej Dutkiewicz,Fuks,1999-01-01,86,5,1098,Comedy,"Stanislawa Celinska, Pawel Borun-Jagodzinski, Pawel Burczyk, Agnieszka Krukówna"
9046,tt0210065,Gangster No. 1,Paul McGuigan,Gangster No. 1,2000-01-01,103,6,14219,Crime,"Roman Brandt, Malcolm McDowell"
9047,tt0210070,Ginger Snaps,John Fawcett,Ginger Snaps,2000-01-01,108,6,49092,Drama,"Mimi Rogers, Danielle Hampton, Emily Perkins"
9048,tt0210075,Girlfight,Karyn Kusama,Girlfight,2000-01-01,110,6,11168,Drama,"Karyn Kusama, Elisa Bocanegra, Alicia Ashley, Michelle Rodriguez"
9057,tt0210299,Songcatcher,Maggie Greenwald,Songcatcher,2000-01-01,109,7,3583,Drama,"Pat Carroll, Sheila K. Adams, Janet McTeer"
9058,tt0210302,Gemini,Shin'ya Tsukamoto,SÇïseiji,1999-01-01,84,6,2720,Drama,"Yuriko Hirooka, Eri Yu, Nobuyo Tsuda, Masahiro Motoki"
9060,tt0210358,Things You Can Tell Just by Looking at Her,Rodrigo García,Things You Can Tell Just by Looking at Her,2000-01-01,109,6,7182,Drama,Glenn Close
9061,tt0210382,The Weight of Water,Kathryn Bigelow,The Weight of Water,2000-01-01,114,5,9778,Crime,"Alice Arlen, Rita Kvist, Catherine McCormack"
9063,tt0210567,Beautiful,Sally Field,Beautiful,2000-01-01,112,5,4178,Comedy,"Deanna Hodges, Hallie Eisenberg, Minnie Driver"
9065,tt0210584,Bootmen,Dein Perry,Bootmen,2000-01-01,95,6,2437,Comedy,Steve Mason
9066,tt0210609,China Gate,Rajkumar Santoshi,China Gate,1998-01-01,175,6,1688,Action,"Mamta Kulkarni, Viju Khote, Om Puri"
9067,tt0210616,Center Stage,Nicholas Hytner,Center Stage,2000-01-01,115,6,22071,Drama,"Lovette George, Ilia Kulik, Amanda Schull"
9069,tt0210659,Dulhe Raja,Harmesh Malhotra,Dulhe Raja,1998-01-01,143,6,3076,Comedy,Govinda
9073,tt0210717,Goya in Bordeaux,Carlos Saura,Goya en Burdeos,1999-01-01,100,6,2217,Biography,"Francisco Rabal, Julia Juaniz, Francisco Rabal"
9080,tt0210843,"The Same Love, the Same Rain",Juan José Campanella,"El mismo amor, la misma lluvia",1999-01-01,113,7,3544,Comedy,"Ulises Dumont, Jorge Nolasco, Mariana Richaudeau, Ricardo Darín"
9082,tt0210916,Postmen in the Mountains,Jianqi Huo,Na shan na ren na gou,1999-01-01,93,7,1663,Drama,"Jianqi Huo, Hao Dang"
9083,tt0210943,Relative Values,Eric Styles,Relative Values,2000-01-01,87,6,2518,Comedy,"Lauren Stocks, Julie Andrews"
9084,tt0210945,Remember the Titans,Boaz Yakin,Remember the Titans,2000-01-01,113,7,220695,Biography,"John Michael Weatherly, Preston Wigasi Brant, Jerry Bruckheimer, Denzel Washington"
9087,tt0211126,Zakhm,Mahesh Bhatt,Zakhm,1998-01-01,125,7,3357,Drama,"Pooja Bhatt, Ajay Devgn"
9088,tt0211286,The Log,Danièle Thompson,La bǯche,1999-01-01,106,6,1837,Comedy,"Nicolas de Angelis, Sabine Azéma"
9093,tt0211387,Water Drops on Burning Rocks,François Ozon,Gouttes d'eau sur pierres brǯlantes,2000-01-01,82,6,6679,Comedy,"Fred Weyrich, Bernard Giraudeau"
9096,tt0211492,The Luzhin Defence,Marleen Gorris,The Luzhin Defence,2000-01-01,109,6,4573,Drama,"Marleen Gorris, Ferenc Lilienberg, Tamás Mink, John Turturro"
9103,tt0211718,Vengo,Tony Gatlif,Vengo,2000-01-01,90,7,2916,Drama,"Tony Gatlif, Antonio Canales, Maria João Matos Silva"
9105,tt0211900,Actors,Bertrand Blier,Les acteurs,2000-01-01,103,5,1237,Comedy,Pierre Arditi
9107,tt0211938,Bait,Antoine Fuqua,Bait,2000-01-01,119,5,12800,Action,"Megan Dodds, Ron Kennell, Neil Crone, Jamie Foxx"
9108,tt0211941,Beat,Gary Walkow,Beat,2000-01-01,93,5,1579,Drama,"Georgiana Sîrbu, Courtney Love"
9114,tt0212338,Meet the Parents,Jay Roach,Meet the Parents,2000-01-01,108,7,341623,Comedy,"Teri Polo, Cody Arens, Jon Abrahams, Ben Stiller"
9115,tt0212346,Miss Congeniality,Donald Petrie,Miss Congeniality,2000-01-01,109,6,216933,Action,"Peter Atherton, Candice Bergen, Sandra Bullock"
9119,tt0212573,Two Women,Tahmineh Milani,Do zan,1999-01-01,95,6,1675,Drama,"Reza Khandan, Niki Karimi"
9121,tt0212604,Tully,Hilary Birmingham,Tully,2000-01-01,102,7,1956,Drama,"Bob Burrus, Glenn Fitzgerald"
9123,tt0212742,After Alice,Paul Marcus,After Alice,2000-01-01,100,5,1768,Crime,Kiefer Sutherland
9125,tt0212815,Big Eden,Thomas Bezucha,Big Eden,2000-01-01,118,7,4713,Comedy,"Corinne Bohrer, R. Scott Loughran, Thomas Bezucha"
9126,tt0212826,Bread and Roses,Ken Loach,Bread and Roses,2000-01-01,110,7,5816,Drama,"Pilar Padilla, Pilar Padilla"
9127,tt0212830,Bruiser,George A. Romero,Bruiser,2000-01-01,99,5,6191,Horror,"Nina Garbiras, Jason Flemyng"
9129,tt0212864,The Tricky Master,Jing Wong,Chin wong ji wong 2000,1999-01-01,91,5,1678,Action,Stephen Chow
9131,tt0212879,Citizen Toxie: The Toxic Avenger IV,Lloyd Kaufman,Citizen Toxie: The Toxic Avenger IV,2000-01-01,109,6,5877,Action,"Petra Verkaik, R.H. Bear, Taimie Hannum, David Mattey"
